,time,temperature_2m (°C),rain (mm),snowfall (cm),windspeed_10m (km/h),Unnamed: 5,month,dayofweek,hour,LocationID,passenger_count
274297,2022-08-05 08:00:00,24.7,0.0,0.0,9.4,,8,4,8,103,38.0
274360,2022-08-05 09:00:00,24.2,0.0,0.0,8.4,,8,4,9,103,13.0
274422,2022-08-05 10:00:00,23.8,0.0,0.0,6.3,,8,4,10,103,32.0
274485,2022-08-05 11:00:00,24.1,0.0,0.0,7.7,,8,4,11,103,14.0
274547,2022-08-05 12:00:00,25.6,0.0,0.0,7.3,,8,4,12,103,7.0
274610,2022-08-05 13:00:00,27.3,0.0,0.0,5.8,,8,4,13,103,9.0
274672,2022-08-05 14:00:00,28.8,0.0,0.0,3.5,,8,4,14,103,8.0
274735,2022-08-05 15:00:00,29.9,0.0,0.0,2.2,,8,4,15,103,4.0
274799,2022-08-05 16:00:00,31.4,0.0,0.0,3.3,,8,4,16,103,3.0
274924,2022-08-05 18:00:00,33.4,0.0,0.0,9.1,,8,4,18,103,2.0
274987,2022-08-05 19:00:00,32.2,0.0,0.0,9.3,,8,4,19,103,3.0
275237,2022-08-05 23:00:00,30.1,0.3,0.0,7.2,,8,4,23,103,1.0
275362,2022-08-06 01:00:00,27.7,0.0,0.0,8.3,,8,5,1,103,1.0
275485,2022-08-06 03:00:00,26.4,0.0,0.0,8.8,,8,5,3,103,1.0
275659,2022-08-06 06:00:00,24.8,0.0,0.0,7.8,,8,5,6,103,3.0
275721,2022-08-06 07:00:00,24.3,0.0,0.0,6.5,,8,5,7,103,25.0
275784,2022-08-06 08:00:00,23.9,0.0,0.0,7.2,,8,5,8,103,34.0
275845,2022-08-06 09:00:00,23.6,0.0,0.0,8.0,,8,5,9,103,33.0
275907,2022-08-06 10:00:00,23.4,0.0,0.0,6.6,,8,5,10,103,14.0
275968,2022-08-06 11:00:00,24.0,0.0,0.0,6.9,,8,5,11,103,7.0
276030,2022-08-06 12:00:00,25.2,0.0,0.0,7.1,,8,5,12,103,13.0
276093,2022-08-06 13:00:00,26.8,0.0,0.0,7.0,,8,5,13,103,25.0
276155,2022-08-06 14:00:00,28.3,0.0,0.0,8.7,,8,5,14,103,12.0
276219,2022-08-06 15:00:00,29.3,0.1,0.0,12.1,,8,5,15,103,3.0
276282,2022-08-06 16:00:00,30.2,0.1,0.0,15.2,,8,5,16,103,6.0
276345,2022-08-06 17:00:00,31.0,0.0,0.0,16.6,,8,5,17,103,1.0
276409,2022-08-06 18:00:00,31.7,0.0,0.0,17.6,,8,5,18,103,4.0
276597,2022-08-06 21:00:00,30.9,0.3,0.0,16.8,,8,5,21,103,1.0
276660,2022-08-06 22:00:00,30.4,0.0,0.0,7.2,,8,5,22,103,2.0
276788,2022-08-07 00:00:00,29.0,0.0,0.0,9.3,,8,6,0,103,1.0
276975,2022-08-07 03:00:00,27.1,0.0,0.0,12.3,,8,6,3,103,1.0
277153,2022-08-07 06:00:00,25.9,0.0,0.0,14.0,,8,6,6,103,2.0
277215,2022-08-07 07:00:00,25.4,0.0,0.0,13.0,,8,6,7,103,15.0
277279,2022-08-07 08:00:00,25.2,0.0,0.0,12.5,,8,6,8,103,24.0
277341,2022-08-07 09:00:00,25.0,0.0,0.0,12.7,,8,6,9,103,20.0
277404,2022-08-07 10:00:00,24.8,0.0,0.0,10.5,,8,6,10,103,13.0
277466,2022-08-07 11:00:00,25.1,0.0,0.0,11.0,,8,6,11,103,13.0
277530,2022-08-07 12:00:00,26.1,0.0,0.0,11.4,,8,6,12,103,14.0
277593,2022-08-07 13:00:00,27.5,0.0,0.0,14.0,,8,6,13,103,5.0
277657,2022-08-07 14:00:00,28.9,0.0,0.0,15.3,,8,6,14,103,11.0
277720,2022-08-07 15:00:00,30.1,0.0,0.0,15.8,,8,6,15,103,1.0
277784,2022-08-07 16:00:00,31.7,0.0,0.0,17.3,,8,6,16,103,4.0
277847,2022-08-07 17:00:00,32.8,0.0,0.0,19.2,,8,6,17,103,4.0
277910,2022-08-07 18:00:00,33.2,0.0,0.0,20.0,,8,6,18,103,7.0
278035,2022-08-07 20:00:00,30.8,1.7,0.0,21.1,,8,6,20,103,4.0
278097,2022-08-07 21:00:00,29.7,1.3,0.0,15.1,,8,6,21,103,2.0
278512,2022-08-08 04:00:00,26.7,0.0,0.0,13.8,,8,0,4,103,1.0
278622,2022-08-08 06:00:00,26.0,0.0,0.0,14.3,,8,0,6,103,2.0
278683,2022-08-08 07:00:00,25.8,0.0,0.0,14.0,,8,0,7,103,38.0
278745,2022-08-08 08:00:00,25.5,0.0,0.0,13.5,,8,0,8,103,25.0
278807,2022-08-08 09:00:00,25.3,0.0,0.0,13.0,,8,0,9,103,54.0
278868,2022-08-08 10:00:00,25.1,0.0,0.0,10.3,,8,0,10,103,37.0
278931,2022-08-08 11:00:00,25.4,0.0,0.0,11.2,,8,0,11,103,12.0
278994,2022-08-08 12:00:00,26.6,0.0,0.0,11.2,,8,0,12,103,15.0
279056,2022-08-08 13:00:00,27.8,0.0,0.0,13.6,,8,0,13,103,12.0
279118,2022-08-08 14:00:00,29.3,0.0,0.0,15.1,,8,0,14,103,11.0
279180,2022-08-08 15:00:00,30.6,0.0,0.0,15.0,,8,0,15,103,4.0
279244,2022-08-08 16:00:00,32.1,0.0,0.0,16.1,,8,0,16,103,4.0
279306,2022-08-08 17:00:00,33.2,0.0,0.0,17.1,,8,0,17,103,3.0
279371,2022-08-08 18:00:00,33.6,0.0,0.0,17.1,,8,0,18,103,3.0
279560,2022-08-08 21:00:00,32.1,0.0,0.0,17.8,,8,0,21,103,2.0
279745,2022-08-09 00:00:00,29.8,0.0,0.0,13.6,,8,1,0,103,1.0
280074,2022-08-09 06:00:00,27.0,0.0,0.0,15.3,,8,1,6,103,3.0
280135,2022-08-09 07:00:00,27.0,0.0,0.0,14.6,,8,1,7,103,10.0
280196,2022-08-09 08:00:00,26.7,0.0,0.0,14.3,,8,1,8,103,30.0
280258,2022-08-09 09:00:00,26.4,0.0,0.0,13.6,,8,1,9,103,34.0
280319,2022-08-09 10:00:00,26.2,0.0,0.0,11.2,,8,1,10,103,14.0
280381,2022-08-09 11:00:00,26.4,0.0,0.0,12.0,,8,1,11,103,19.0
280443,2022-08-09 12:00:00,27.5,0.0,0.0,12.3,,8,1,12,103,10.0
280505,2022-08-09 13:00:00,29.1,0.0,0.0,13.0,,8,1,13,103,7.0
280568,2022-08-09 14:00:00,30.7,0.0,0.0,14.5,,8,1,14,103,10.0
280631,2022-08-09 15:00:00,32.3,0.0,0.0,15.0,,8,1,15,103,5.0
280694,2022-08-09 16:00:00,33.6,0.0,0.0,15.7,,8,1,16,103,3.0
280757,2022-08-09 17:00:00,34.6,0.0,0.0,15.8,,8,1,17,103,4.0
280884,2022-08-09 19:00:00,36.0,0.0,0.0,16.2,,8,1,19,103,3.0
281010,2022-08-09 21:00:00,31.6,0.0,0.0,14.2,,8,1,21,103,7.0
281482,2022-08-10 05:00:00,27.1,0.0,0.0,6.4,,8,2,5,103,1.0
281541,2022-08-10 06:00:00,26.5,0.0,0.0,9.0,,8,2,6,103,10.0
281602,2022-08-10 07:00:00,25.6,0.0,0.0,11.6,,8,2,7,103,18.0
281664,2022-08-10 08:00:00,24.9,0.0,0.0,12.9,,8,2,8,103,17.0
281727,2022-08-10 09:00:00,24.4,0.0,0.0,12.4,,8,2,9,103,10.0
281790,2022-08-10 10:00:00,24.1,0.0,0.0,9.4,,8,2,10,103,4.0
281851,2022-08-10 11:00:00,24.0,0.0,0.0,10.8,,8,2,11,103,14.0
281914,2022-08-10 12:00:00,24.4,0.0,0.0,10.5,,8,2,12,103,12.0
281976,2022-08-10 13:00:00,25.4,0.0,0.0,9.8,,8,2,13,103,5.0
282037,2022-08-10 14:00:00,26.1,0.0,0.0,7.6,,8,2,14,103,1.0
282100,2022-08-10 15:00:00,26.9,0.0,0.0,6.2,,8,2,15,103,1.0
282162,2022-08-10 16:00:00,28.3,0.0,0.0,5.8,,8,2,16,103,3.0
282226,2022-08-10 17:00:00,29.2,0.0,0.0,4.0,,8,2,17,103,5.0
282535,2022-08-10 22:00:00,29.4,0.0,0.0,10.3,,8,2,22,103,1.0
282954,2022-08-11 05:00:00,24.3,0.1,0.0,5.6,,8,3,5,103,1.0
283015,2022-08-11 06:00:00,24.3,0.1,0.0,4.2,,8,3,6,103,2.0
283077,2022-08-11 07:00:00,24.2,0.0,0.0,6.6,,8,3,7,103,9.0
283141,2022-08-11 08:00:00,23.9,0.0,0.0,6.6,,8,3,8,103,10.0
283204,2022-08-11 09:00:00,23.5,0.0,0.0,6.9,,8,3,9,103,10.0
283265,2022-08-11 10:00:00,23.2,0.1,0.0,5.2,,8,3,10,103,21.0
283328,2022-08-11 11:00:00,23.2,0.1,0.0,6.5,,8,3,11,103,24.0
283393,2022-08-11 12:00:00,23.5,0.1,0.0,5.5,,8,3,12,103,18.0
283456,2022-08-11 13:00:00,23.9,0.1,0.0,6.5,,8,3,13,103,12.0
283519,2022-08-11 14:00:00,24.9,0.0,0.0,7.6,,8,3,14,103,14.0
283581,2022-08-11 15:00:00,26.0,0.0,0.0,6.4,,8,3,15,103,3.0
283643,2022-08-11 16:00:00,27.6,0.0,0.0,3.5,,8,3,16,103,7.0
283708,2022-08-11 17:00:00,28.9,0.0,0.0,2.2,,8,3,17,103,3.0
283771,2022-08-11 18:00:00,30.2,0.0,0.0,4.7,,8,3,18,103,3.0
283835,2022-08-11 19:00:00,30.5,0.0,0.0,5.1,,8,3,19,103,2.0
283961,2022-08-11 21:00:00,31.8,0.0,0.0,5.6,,8,3,21,103,1.0
284087,2022-08-11 23:00:00,30.4,0.0,0.0,8.6,,8,3,23,103,2.0
284149,2022-08-12 00:00:00,28.9,0.0,0.0,7.1,,8,4,0,103,1.0
284508,2022-08-12 06:00:00,23.4,0.0,0.0,16.6,,8,4,6,103,7.0
284570,2022-08-12 07:00:00,23.2,0.0,0.0,16.6,,8,4,7,103,14.0
284634,2022-08-12 08:00:00,22.7,0.0,0.0,15.2,,8,4,8,103,20.0
284695,2022-08-12 09:00:00,22.3,0.0,0.0,14.8,,8,4,9,103,28.0
284758,2022-08-12 10:00:00,21.8,0.0,0.0,14.1,,8,4,10,103,8.0
284821,2022-08-12 11:00:00,21.5,0.0,0.0,15.1,,8,4,11,103,17.0
284884,2022-08-12 12:00:00,22.0,0.0,0.0,17.0,,8,4,12,103,24.0
284948,2022-08-12 13:00:00,23.2,0.0,0.0,17.0,,8,4,13,103,18.0
285010,2022-08-12 14:00:00,24.5,0.0,0.0,16.3,,8,4,14,103,8.0
285074,2022-08-12 15:00:00,25.9,0.0,0.0,14.8,,8,4,15,103,8.0
285138,2022-08-12 16:00:00,27.1,0.0,0.0,12.6,,8,4,16,103,5.0
285203,2022-08-12 17:00:00,27.9,0.0,0.0,11.0,,8,4,17,103,3.0
285268,2022-08-12 18:00:00,28.7,0.0,0.0,10.0,,8,4,18,103,1.0
285332,2022-08-12 19:00:00,28.8,0.0,0.0,9.6,,8,4,19,103,4.0
285395,2022-08-12 20:00:00,29.0,0.0,0.0,10.2,,8,4,20,103,1.0
285459,2022-08-12 21:00:00,28.9,0.0,0.0,10.5,,8,4,21,103,3.0
285524,2022-08-12 22:00:00,28.6,0.0,0.0,8.0,,8,4,22,103,2.0
285587,2022-08-12 23:00:00,27.7,0.0,0.0,6.6,,8,4,23,103,2.0
285649,2022-08-13 00:00:00,26.0,0.0,0.0,5.8,,8,5,0,103,2.0
286014,2022-08-13 06:00:00,20.3,0.0,0.0,14.1,,8,5,6,103,13.0
286080,2022-08-13 07:00:00,19.4,0.0,0.0,13.7,,8,5,7,103,16.0
286144,2022-08-13 08:00:00,18.8,0.0,0.0,13.0,,8,5,8,103,26.0
286206,2022-08-13 09:00:00,18.3,0.0,0.0,12.2,,8,5,9,103,19.0
286267,2022-08-13 10:00:00,17.9,0.0,0.0,12.7,,8,5,10,103,37.0
286329,2022-08-13 11:00:00,18.1,0.0,0.0,13.1,,8,5,11,103,15.0
286392,2022-08-13 12:00:00,19.4,0.0,0.0,14.1,,8,5,12,103,7.0
286454,2022-08-13 13:00:00,20.9,0.0,0.0,14.6,,8,5,13,103,18.0
286517,2022-08-13 14:00:00,22.3,0.0,0.0,13.8,,8,5,14,103,29.0
286581,2022-08-13 15:00:00,23.7,0.0,0.0,11.6,,8,5,15,103,15.0
286645,2022-08-13 16:00:00,24.7,0.0,0.0,11.3,,8,5,16,103,6.0
286708,2022-08-13 17:00:00,25.9,0.0,0.0,12.0,,8,5,17,103,9.0
286771,2022-08-13 18:00:00,26.7,0.0,0.0,13.0,,8,5,18,103,12.0
286834,2022-08-13 19:00:00,25.9,0.0,0.0,13.0,,8,5,19,103,9.0
286896,2022-08-13 20:00:00,26.0,0.0,0.0,12.4,,8,5,20,103,1.0
287023,2022-08-13 22:00:00,25.7,0.0,0.0,8.6,,8,5,22,103,4.0
287085,2022-08-13 23:00:00,25.0,0.0,0.0,7.1,,8,5,23,103,5.0
287209,2022-08-14 01:00:00,22.3,0.0,0.0,6.0,,8,6,1,103,6.0
287335,2022-08-14 03:00:00,20.1,0.0,0.0,7.7,,8,6,3,103,1.0
287454,2022-08-14 05:00:00,18.4,0.0,0.0,9.2,,8,6,5,103,1.0
287571,2022-08-14 07:00:00,17.4,0.0,0.0,8.1,,8,6,7,103,22.0
287634,2022-08-14 08:00:00,16.9,0.0,0.0,5.4,,8,6,8,103,8.0
287698,2022-08-14 09:00:00,17.3,0.0,0.0,4.3,,8,6,9,103,16.0
287761,2022-08-14 10:00:00,18.7,0.0,0.0,3.2,,8,6,10,103,28.0
287823,2022-08-14 11:00:00,18.8,0.0,0.0,1.9,,8,6,11,103,25.0
287885,2022-08-14 12:00:00,20.0,0.0,0.0,1.8,,8,6,12,103,13.0
287948,2022-08-14 13:00:00,22.0,0.0,0.0,2.1,,8,6,13,103,2.0
288011,2022-08-14 14:00:00,23.7,0.0,0.0,5.2,,8,6,14,103,6.0
288076,2022-08-14 15:00:00,25.0,0.0,0.0,8.8,,8,6,15,103,4.0
288141,2022-08-14 16:00:00,26.1,0.0,0.0,9.5,,8,6,16,103,7.0
288204,2022-08-14 17:00:00,26.9,0.0,0.0,8.8,,8,6,17,103,3.0
288266,2022-08-14 18:00:00,27.3,0.0,0.0,8.6,,8,6,18,103,3.0
288328,2022-08-14 19:00:00,26.7,0.0,0.0,9.7,,8,6,19,103,2.0
288451,2022-08-14 21:00:00,26.0,0.0,0.0,15.8,,8,6,21,103,1.0
288514,2022-08-14 22:00:00,25.5,0.0,0.0,14.5,,8,6,22,103,1.0
288642,2022-08-15 00:00:00,23.3,0.0,0.0,13.2,,8,0,0,103,2.0
288815,2022-08-15 03:00:00,21.2,0.0,0.0,12.2,,8,0,3,103,2.0
288928,2022-08-15 05:00:00,19.8,0.0,0.0,8.6,,8,0,5,103,1.0
288987,2022-08-15 06:00:00,19.1,0.0,0.0,5.9,,8,0,6,103,7.0
289048,2022-08-15 07:00:00,19.1,0.0,0.0,4.5,,8,0,7,103,7.0
289110,2022-08-15 08:00:00,19.6,0.0,0.0,4.6,,8,0,8,103,15.0
289175,2022-08-15 09:00:00,20.4,0.0,0.0,3.9,,8,0,9,103,16.0
289236,2022-08-15 10:00:00,20.2,0.0,0.0,3.6,,8,0,10,103,14.0
289298,2022-08-15 11:00:00,20.1,0.0,0.0,5.8,,8,0,11,103,24.0
289362,2022-08-15 12:00:00,21.2,0.0,0.0,4.7,,8,0,12,103,9.0
289424,2022-08-15 13:00:00,23.3,0.0,0.0,3.6,,8,0,13,103,8.0
289486,2022-08-15 14:00:00,25.0,0.0,0.0,2.6,,8,0,14,103,13.0
289609,2022-08-15 16:00:00,26.5,0.0,0.0,7.7,,8,0,16,103,1.0
289670,2022-08-15 17:00:00,26.6,0.0,0.0,9.8,,8,0,17,103,2.0
289733,2022-08-15 18:00:00,26.4,0.0,0.0,11.3,,8,0,18,103,2.0
289858,2022-08-15 20:00:00,26.3,0.0,0.0,11.9,,8,0,20,103,3.0
290042,2022-08-15 23:00:00,24.4,0.0,0.0,8.7,,8,0,23,103,1.0
290433,2022-08-16 06:00:00,18.7,0.0,0.0,6.8,,8,1,6,103,5.0
290496,2022-08-16 07:00:00,18.6,0.0,0.0,9.4,,8,1,7,103,31.0
290559,2022-08-16 08:00:00,18.2,0.0,0.0,10.0,,8,1,8,103,16.0
290622,2022-08-16 09:00:00,18.0,0.0,0.0,10.0,,8,1,9,103,10.0
290686,2022-08-16 10:00:00,17.7,0.0,0.0,7.0,,8,1,10,103,10.0
290749,2022-08-16 11:00:00,17.9,0.0,0.0,7.4,,8,1,11,103,9.0
290812,2022-08-16 12:00:00,20.3,0.0,0.0,7.6,,8,1,12,103,23.0
290874,2022-08-16 13:00:00,22.2,0.0,0.0,9.9,,8,1,13,103,31.0
290935,2022-08-16 14:00:00,23.8,0.0,0.0,13.9,,8,1,14,103,19.0
290997,2022-08-16 15:00:00,25.0,0.0,0.0,16.1,,8,1,15,103,4.0
291059,2022-08-16 16:00:00,26.0,0.0,0.0,17.3,,8,1,16,103,4.0
291124,2022-08-16 17:00:00,26.8,0.0,0.0,17.1,,8,1,17,103,3.0
291188,2022-08-16 18:00:00,27.0,0.0,0.0,15.9,,8,1,18,103,4.0
291563,2022-08-17 00:00:00,23.7,0.0,0.0,7.0,,8,2,0,103,2.0
291625,2022-08-17 01:00:00,22.5,0.0,0.0,5.9,,8,2,1,103,3.0
291913,2022-08-17 06:00:00,18.7,0.0,0.0,6.4,,8,2,6,103,7.0
291974,2022-08-17 07:00:00,18.9,0.0,0.0,5.9,,8,2,7,103,18.0
292037,2022-08-17 08:00:00,18.6,0.0,0.0,4.4,,8,2,8,103,28.0
292098,2022-08-17 09:00:00,17.9,0.0,0.0,4.9,,8,2,9,103,31.0
292160,2022-08-17 10:00:00,17.5,0.0,0.0,4.1,,8,2,10,103,8.0
292223,2022-08-17 11:00:00,17.9,0.0,0.0,5.8,,8,2,11,103,14.0
292285,2022-08-17 12:00:00,20.6,0.0,0.0,5.7,,8,2,12,103,12.0
292346,2022-08-17 13:00:00,22.2,0.0,0.0,5.5,,8,2,13,103,6.0
292469,2022-08-17 15:00:00,24.0,0.0,0.0,7.9,,8,2,15,103,3.0
292532,2022-08-17 16:00:00,24.6,0.0,0.0,8.6,,8,2,16,103,13.0
292595,2022-08-17 17:00:00,24.7,0.0,0.0,8.3,,8,2,17,103,5.0
292659,2022-08-17 18:00:00,25.2,0.0,0.0,7.7,,8,2,18,103,2.0
292723,2022-08-17 19:00:00,26.6,0.0,0.0,6.8,,8,2,19,103,1.0
292786,2022-08-17 20:00:00,26.5,0.0,0.0,6.7,,8,2,20,103,5.0
292848,2022-08-17 21:00:00,26.1,0.0,0.0,7.2,,8,2,21,103,1.0
292971,2022-08-17 23:00:00,25.1,0.0,0.0,2.7,,8,2,23,103,1.0
293262,2022-08-18 04:00:00,21.1,0.0,0.0,3.9,,8,3,4,103,3.0
293317,2022-08-18 05:00:00,20.3,0.0,0.0,5.1,,8,3,5,103,1.0
293377,2022-08-18 06:00:00,19.3,0.0,0.0,5.8,,8,3,6,103,3.0
293440,2022-08-18 07:00:00,18.4,0.0,0.0,5.9,,8,3,7,103,18.0
293503,2022-08-18 08:00:00,17.8,0.0,0.0,6.8,,8,3,8,103,13.0
293565,2022-08-18 09:00:00,17.4,0.0,0.0,8.7,,8,3,9,103,5.0
293627,2022-08-18 10:00:00,17.2,0.0,0.0,9.4,,8,3,10,103,12.0
293690,2022-08-18 11:00:00,17.7,0.0,0.0,11.3,,8,3,11,103,13.0
293751,2022-08-18 12:00:00,20.5,0.0,0.0,10.9,,8,3,12,103,5.0
293815,2022-08-18 13:00:00,22.7,0.0,0.0,10.2,,8,3,13,103,9.0
293879,2022-08-18 14:00:00,24.9,0.0,0.0,9.7,,8,3,14,103,1.0
293943,2022-08-18 15:00:00,26.6,0.0,0.0,9.8,,8,3,15,103,3.0
294006,2022-08-18 16:00:00,27.8,0.0,0.0,9.5,,8,3,16,103,8.0
294068,2022-08-18 17:00:00,28.9,0.0,0.0,9.2,,8,3,17,103,7.0
294131,2022-08-18 18:00:00,29.7,0.0,0.0,11.4,,8,3,18,103,2.0
294194,2022-08-18 19:00:00,30.0,0.0,0.0,12.6,,8,3,19,103,2.0
294258,2022-08-18 20:00:00,30.1,0.0,0.0,13.1,,8,3,20,103,1.0
294384,2022-08-18 22:00:00,29.4,0.0,0.0,8.3,,8,3,22,103,1.0
294446,2022-08-18 23:00:00,28.6,0.0,0.0,8.0,,8,3,23,103,3.0
294570,2022-08-19 01:00:00,25.0,0.0,0.0,4.1,,8,4,1,103,1.0
294872,2022-08-19 06:00:00,19.5,0.0,0.0,7.7,,8,4,6,103,6.0
294934,2022-08-19 07:00:00,19.2,0.0,0.0,8.2,,8,4,7,103,8.0
294997,2022-08-19 08:00:00,18.7,0.0,0.0,7.4,,8,4,8,103,40.0
295060,2022-08-19 09:00:00,18.2,0.0,0.0,6.7,,8,4,9,103,22.0
295124,2022-08-19 10:00:00,18.1,0.0,0.0,5.5,,8,4,10,103,30.0
295187,2022-08-19 11:00:00,18.5,0.0,0.0,6.4,,8,4,11,103,31.0
295248,2022-08-19 12:00:00,22.0,0.0,0.0,3.9,,8,4,12,103,18.0
295310,2022-08-19 13:00:00,25.0,0.0,0.0,3.9,,8,4,13,103,21.0
295373,2022-08-19 14:00:00,27.1,0.0,0.0,4.2,,8,4,14,103,3.0
295436,2022-08-19 15:00:00,28.6,0.0,0.0,5.5,,8,4,15,103,2.0
295561,2022-08-19 17:00:00,30.5,0.0,0.0,6.3,,8,4,17,103,2.0
295624,2022-08-19 18:00:00,31.2,0.0,0.0,8.4,,8,4,18,103,9.0
295686,2022-08-19 19:00:00,31.7,0.0,0.0,9.0,,8,4,19,103,4.0
295810,2022-08-19 21:00:00,30.9,0.0,0.0,10.9,,8,4,21,103,1.0
295873,2022-08-19 22:00:00,29.8,0.0,0.0,15.3,,8,4,22,103,2.0
295938,2022-08-19 23:00:00,28.3,0.0,0.0,14.1,,8,4,23,103,5.0
296000,2022-08-20 00:00:00,26.6,0.0,0.0,12.9,,8,5,0,103,1.0
296125,2022-08-20 02:00:00,25.2,0.0,0.0,14.0,,8,5,2,103,2.0
296369,2022-08-20 06:00:00,22.8,0.0,0.0,7.4,,8,5,6,103,2.0
296430,2022-08-20 07:00:00,22.6,0.0,0.0,5.9,,8,5,7,103,18.0
296491,2022-08-20 08:00:00,22.1,0.0,0.0,5.4,,8,5,8,103,31.0
296551,2022-08-20 09:00:00,21.6,0.0,0.0,5.8,,8,5,9,103,25.0
296617,2022-08-20 10:00:00,21.3,0.0,0.0,4.7,,8,5,10,103,20.0
296680,2022-08-20 11:00:00,21.3,0.0,0.0,4.3,,8,5,11,103,25.0
296743,2022-08-20 12:00:00,24.0,0.0,0.0,2.0,,8,5,12,103,16.0
296805,2022-08-20 13:00:00,26.2,0.0,0.0,1.8,,8,5,13,103,8.0
296868,2022-08-20 14:00:00,28.2,0.0,0.0,3.7,,8,5,14,103,21.0
296930,2022-08-20 15:00:00,29.5,0.0,0.0,5.4,,8,5,15,103,10.0
296994,2022-08-20 16:00:00,30.2,0.0,0.0,7.9,,8,5,16,103,10.0
297119,2022-08-20 18:00:00,31.6,0.0,0.0,11.3,,8,5,18,103,1.0
297183,2022-08-20 19:00:00,31.3,0.0,0.0,12.7,,8,5,19,103,4.0
297307,2022-08-20 21:00:00,29.0,0.0,0.0,14.2,,8,5,21,103,2.0
297371,2022-08-20 22:00:00,28.5,0.0,0.0,14.5,,8,5,22,103,6.0
297558,2022-08-21 01:00:00,24.9,0.0,0.0,11.7,,8,6,1,103,3.0
297682,2022-08-21 03:00:00,23.2,0.0,0.0,8.7,,8,6,3,103,1.0
297922,2022-08-21 07:00:00,20.4,0.0,0.0,7.8,,8,6,7,103,13.0
297983,2022-08-21 08:00:00,20.1,0.0,0.0,7.1,,8,6,8,103,24.0
298046,2022-08-21 09:00:00,19.9,0.0,0.0,6.9,,8,6,9,103,42.0
298108,2022-08-21 10:00:00,20.7,0.0,0.0,3.7,,8,6,10,103,22.0
298172,2022-08-21 11:00:00,21.2,0.0,0.0,5.4,,8,6,11,103,3.0
298234,2022-08-21 12:00:00,22.1,0.0,0.0,4.9,,8,6,12,103,17.0
298297,2022-08-21 13:00:00,23.7,0.0,0.0,4.5,,8,6,13,103,12.0
298360,2022-08-21 14:00:00,25.3,0.0,0.0,7.0,,8,6,14,103,10.0
298423,2022-08-21 15:00:00,26.5,0.0,0.0,9.8,,8,6,15,103,16.0
298486,2022-08-21 16:00:00,27.6,0.0,0.0,11.3,,8,6,16,103,7.0
298549,2022-08-21 17:00:00,27.9,0.0,0.0,12.7,,8,6,17,103,2.0
298673,2022-08-21 19:00:00,27.7,0.0,0.0,14.2,,8,6,19,103,2.0
298800,2022-08-21 21:00:00,26.8,0.0,0.0,14.8,,8,6,21,103,1.0
298864,2022-08-21 22:00:00,25.7,0.0,0.0,10.5,,8,6,22,103,1.0
298928,2022-08-21 23:00:00,24.8,0.0,0.0,11.7,,8,6,23,103,1.0
299273,2022-08-22 05:00:00,22.1,0.1,0.0,10.2,,8,0,5,103,3.0
299332,2022-08-22 06:00:00,22.1,0.2,0.0,9.0,,8,0,6,103,1.0
299392,2022-08-22 07:00:00,22.2,0.5,0.0,8.2,,8,0,7,103,7.0
299455,2022-08-22 08:00:00,21.9,0.7,0.0,6.4,,8,0,8,103,29.0
299518,2022-08-22 09:00:00,21.8,0.6,0.0,6.3,,8,0,9,103,16.0
299582,2022-08-22 10:00:00,21.5,0.5,0.0,6.3,,8,0,10,103,8.0
299644,2022-08-22 11:00:00,21.5,0.3,0.0,5.5,,8,0,11,103,12.0
299707,2022-08-22 12:00:00,21.9,0.3,0.0,7.2,,8,0,12,103,1.0
299771,2022-08-22 13:00:00,22.0,0.5,0.0,8.0,,8,0,13,103,3.0
299897,2022-08-22 15:00:00,22.4,0.9,0.0,9.4,,8,0,15,103,4.0
299959,2022-08-22 16:00:00,23.0,0.7,0.0,7.1,,8,0,16,103,3.0
300021,2022-08-22 17:00:00,23.9,0.8,0.0,7.4,,8,0,17,103,8.0
300085,2022-08-22 18:00:00,25.1,0.9,0.0,7.1,,8,0,18,103,1.0
300149,2022-08-22 19:00:00,24.5,2.2,0.0,7.7,,8,0,19,103,1.0
300802,2022-08-23 06:00:00,21.7,0.6,0.0,3.4,,8,1,6,103,2.0
300865,2022-08-23 07:00:00,20.9,2.1,0.0,0.8,,8,1,7,103,7.0
300927,2022-08-23 08:00:00,20.6,2.1,0.0,4.0,,8,1,8,103,21.0
300988,2022-08-23 09:00:00,20.4,2.6,0.0,7.2,,8,1,9,103,19.0
301050,2022-08-23 10:00:00,20.1,1.2,0.0,2.3,,8,1,10,103,16.0
301112,2022-08-23 11:00:00,20.1,0.1,0.0,4.1,,8,1,11,103,20.0
301175,2022-08-23 12:00:00,20.6,0.0,0.0,4.3,,8,1,12,103,10.0
301239,2022-08-23 13:00:00,21.6,0.0,0.0,2.3,,8,1,13,103,15.0
301301,2022-08-23 14:00:00,22.6,0.0,0.0,2.3,,8,1,14,103,7.0
301363,2022-08-23 15:00:00,24.0,0.1,0.0,2.9,,8,1,15,103,8.0
301426,2022-08-23 16:00:00,25.6,0.2,0.0,5.6,,8,1,16,103,6.0
301491,2022-08-23 17:00:00,26.3,0.0,0.0,7.3,,8,1,17,103,3.0
301616,2022-08-23 19:00:00,28.8,0.0,0.0,10.2,,8,1,19,103,2.0
301741,2022-08-23 21:00:00,28.8,0.0,0.0,11.5,,8,1,21,103,5.0
301804,2022-08-23 22:00:00,28.1,0.0,0.0,9.3,,8,1,22,103,5.0
