,time,temperature_2m (°C),rain (mm),snowfall (cm),windspeed_10m (km/h),Unnamed: 5,month,dayofweek,hour,LocationID,passenger_count
440112,2022-11-25 18:00:00,8.4,0.0,0.0,15.1,,11,4,18,103,1.0
440237,2022-11-25 20:00:00,10.2,0.0,0.0,13.7,,11,4,20,103,1.0
440897,2022-11-26 07:00:00,4.5,0.0,0.0,16.1,,11,5,7,103,5.0
440959,2022-11-26 08:00:00,4.4,0.0,0.0,16.6,,11,5,8,103,27.0
441020,2022-11-26 09:00:00,4.4,0.0,0.0,16.3,,11,5,9,103,22.0
441081,2022-11-26 10:00:00,4.0,0.0,0.0,13.0,,11,5,10,103,30.0
441144,2022-11-26 11:00:00,3.4,0.0,0.0,10.9,,11,5,11,103,29.0
441205,2022-11-26 12:00:00,2.8,0.0,0.0,11.6,,11,5,12,103,15.0
441270,2022-11-26 13:00:00,3.4,0.0,0.0,12.3,,11,5,13,103,31.0
441333,2022-11-26 14:00:00,5.2,0.0,0.0,11.2,,11,5,14,103,20.0
441395,2022-11-26 15:00:00,6.6,0.0,0.0,13.6,,11,5,15,103,16.0
441459,2022-11-26 16:00:00,8.0,0.0,0.0,14.3,,11,5,16,103,9.0
441524,2022-11-26 17:00:00,9.4,0.0,0.0,13.7,,11,5,17,103,6.0
441586,2022-11-26 18:00:00,10.5,0.0,0.0,13.1,,11,5,18,103,2.0
441897,2022-11-26 23:00:00,7.7,0.0,0.0,13.7,,11,5,23,103,1.0
442208,2022-11-27 04:00:00,5.0,0.0,0.0,12.3,,11,6,4,103,1.0
442389,2022-11-27 07:00:00,4.3,0.0,0.0,13.0,,11,6,7,103,7.0
442450,2022-11-27 08:00:00,4.2,0.0,0.0,10.5,,11,6,8,103,10.0
442510,2022-11-27 09:00:00,4.1,0.0,0.0,9.8,,11,6,9,103,15.0
442572,2022-11-27 10:00:00,4.3,0.0,0.0,10.0,,11,6,10,103,15.0
442635,2022-11-27 11:00:00,4.1,0.0,0.0,9.2,,11,6,11,103,8.0
442698,2022-11-27 12:00:00,3.6,0.0,0.0,8.0,,11,6,12,103,5.0
442759,2022-11-27 13:00:00,4.7,0.0,0.0,7.9,,11,6,13,103,1.0
443007,2022-11-27 17:00:00,9.5,0.0,0.0,10.3,,11,6,17,103,1.0
443781,2022-11-28 06:00:00,10.1,0.0,0.0,20.5,,11,0,6,103,1.0
443842,2022-11-28 07:00:00,9.8,0.0,0.0,18.8,,11,0,7,103,8.0
443904,2022-11-28 08:00:00,9.7,0.0,0.0,17.4,,11,0,8,103,6.0
443969,2022-11-28 09:00:00,9.7,0.0,0.0,17.7,,11,0,9,103,35.0
444031,2022-11-28 10:00:00,9.7,0.0,0.0,18.1,,11,0,10,103,21.0
444093,2022-11-28 11:00:00,9.9,0.0,0.0,17.5,,11,0,11,103,16.0
444155,2022-11-28 12:00:00,10.1,0.0,0.0,15.5,,11,0,12,103,5.0
444216,2022-11-28 13:00:00,9.9,0.0,0.0,17.9,,11,0,13,103,2.0
444280,2022-11-28 14:00:00,9.1,0.0,0.0,20.4,,11,0,14,103,7.0
444342,2022-11-28 15:00:00,8.8,0.0,0.0,20.4,,11,0,15,103,6.0
444404,2022-11-28 16:00:00,9.3,0.0,0.0,21.1,,11,0,16,103,1.0
444467,2022-11-28 17:00:00,9.7,0.0,0.0,20.8,,11,0,17,103,6.0
444529,2022-11-28 18:00:00,9.9,0.0,0.0,19.1,,11,0,18,103,3.0
444777,2022-11-28 22:00:00,8.5,0.0,0.0,14.0,,11,0,22,103,1.0
445295,2022-11-29 07:00:00,1.1,0.0,0.0,6.2,,11,1,7,103,3.0
445357,2022-11-29 08:00:00,0.5,0.0,0.0,8.6,,11,1,8,103,5.0
445421,2022-11-29 09:00:00,0.6,0.0,0.0,6.1,,11,1,9,103,16.0
445485,2022-11-29 10:00:00,0.1,0.0,0.0,5.2,,11,1,10,103,13.0
445548,2022-11-29 11:00:00,0.6,0.0,0.0,5.2,,11,1,11,103,7.0
445610,2022-11-29 12:00:00,-0.2,0.0,0.0,5.5,,11,1,12,103,10.0
445673,2022-11-29 13:00:00,1.0,0.0,0.0,6.5,,11,1,13,103,8.0
445735,2022-11-29 14:00:00,3.5,0.0,0.0,5.1,,11,1,14,103,1.0
445797,2022-11-29 15:00:00,5.0,0.0,0.0,4.3,,11,1,15,103,1.0
446048,2022-11-29 19:00:00,6.2,0.0,0.0,4.1,,11,1,19,103,1.0
446113,2022-11-29 20:00:00,6.1,0.0,0.0,4.4,,11,1,20,103,4.0
446301,2022-11-29 23:00:00,4.0,0.0,0.0,4.7,,11,1,23,103,1.0
446364,2022-11-30 00:00:00,3.3,0.0,0.0,5.5,,11,2,0,103,1.0
446545,2022-11-30 03:00:00,2.0,0.0,0.0,5.8,,11,2,3,103,1.0
446710,2022-11-30 06:00:00,4.2,0.0,0.0,5.7,,11,2,6,103,1.0
446771,2022-11-30 07:00:00,1.6,0.0,0.0,6.4,,11,2,7,103,1.0
446832,2022-11-30 08:00:00,1.9,0.0,0.0,7.4,,11,2,8,103,5.0
446894,2022-11-30 09:00:00,2.0,0.0,0.0,8.1,,11,2,9,103,10.0
446956,2022-11-30 10:00:00,2.8,0.0,0.0,9.0,,11,2,10,103,6.0
447018,2022-11-30 11:00:00,3.9,0.0,0.0,8.4,,11,2,11,103,3.0
447141,2022-11-30 13:00:00,6.7,0.0,0.0,11.0,,11,2,13,103,1.0
447265,2022-11-30 15:00:00,9.8,0.6,0.0,14.3,,11,2,15,103,4.0
447329,2022-11-30 16:00:00,10.5,1.3,0.0,20.0,,11,2,16,103,1.0
447394,2022-11-30 17:00:00,11.6,1.8,0.0,27.9,,11,2,17,103,1.0
447580,2022-11-30 20:00:00,12.5,2.5,0.0,27.5,,11,2,20,103,1.0
447645,2022-11-30 21:00:00,12.6,1.2,0.0,26.4,,11,2,21,103,1.0
447709,2022-11-30 22:00:00,12.8,1.5,0.0,24.5,,11,2,22,103,1.0
447835,2022-12-01 00:00:00,8.7,0.0,0.0,21.8,,12,3,0,103,1.0
448193,2022-12-01 06:00:00,3.3,0.0,0.0,21.8,,12,3,6,103,1.0
448254,2022-12-01 07:00:00,3.2,0.0,0.0,21.2,,12,3,7,103,2.0
448316,2022-12-01 08:00:00,2.5,0.0,0.0,20.5,,12,3,8,103,9.0
448379,2022-12-01 09:00:00,1.9,0.0,0.0,20.7,,12,3,9,103,32.0
448441,2022-12-01 10:00:00,1.5,0.0,0.0,20.6,,12,3,10,103,29.0
448504,2022-12-01 11:00:00,1.3,0.0,0.0,18.4,,12,3,11,103,7.0
448567,2022-12-01 12:00:00,1.0,0.0,0.0,16.6,,12,3,12,103,3.0
448629,2022-12-01 13:00:00,1.1,0.0,0.0,16.7,,12,3,13,103,3.0
448693,2022-12-01 14:00:00,2.1,0.0,0.0,19.6,,12,3,14,103,8.0
448756,2022-12-01 15:00:00,3.1,0.0,0.0,26.2,,12,3,15,103,3.0
448820,2022-12-01 16:00:00,4.1,0.0,0.0,24.3,,12,3,16,103,11.0
448884,2022-12-01 17:00:00,4.9,0.0,0.0,23.3,,12,3,17,103,1.0
449010,2022-12-01 19:00:00,5.9,0.0,0.0,21.4,,12,3,19,103,2.0
449073,2022-12-01 20:00:00,5.8,0.0,0.0,19.5,,12,3,20,103,1.0
449136,2022-12-01 21:00:00,5.0,0.0,0.0,15.4,,12,3,21,103,1.0
449263,2022-12-01 23:00:00,3.0,0.0,0.0,13.5,,12,3,23,103,2.0
449326,2022-12-02 00:00:00,2.2,0.0,0.0,12.8,,12,4,0,103,1.0
449751,2022-12-02 07:00:00,-2.4,0.0,0.0,7.6,,12,4,7,103,2.0
449813,2022-12-02 08:00:00,-2.6,0.0,0.0,7.0,,12,4,8,103,20.0
449875,2022-12-02 09:00:00,-2.8,0.0,0.0,7.2,,12,4,9,103,42.0
449939,2022-12-02 10:00:00,-2.6,0.0,0.0,6.8,,12,4,10,103,38.0
450002,2022-12-02 11:00:00,-1.9,0.0,0.0,4.8,,12,4,11,103,22.0
450065,2022-12-02 12:00:00,-0.4,0.0,0.0,3.4,,12,4,12,103,23.0
450128,2022-12-02 13:00:00,0.4,0.0,0.0,2.6,,12,4,13,103,7.0
450190,2022-12-02 14:00:00,1.3,0.0,0.0,1.3,,12,4,14,103,12.0
450252,2022-12-02 15:00:00,2.7,0.0,0.0,4.0,,12,4,15,103,2.0
450315,2022-12-02 16:00:00,3.8,0.0,0.0,6.5,,12,4,16,103,3.0
450378,2022-12-02 17:00:00,4.7,0.0,0.0,7.5,,12,4,17,103,1.0
450442,2022-12-02 18:00:00,5.3,0.0,0.0,8.5,,12,4,18,103,1.0
450630,2022-12-02 21:00:00,4.7,0.0,0.0,8.0,,12,4,21,103,1.0
450694,2022-12-02 22:00:00,3.6,0.0,0.0,7.5,,12,4,22,103,2.0
451244,2022-12-03 07:00:00,4.9,0.0,0.0,14.1,,12,5,7,103,9.0
451306,2022-12-03 08:00:00,5.9,0.0,0.0,14.9,,12,5,8,103,16.0
451369,2022-12-03 09:00:00,7.0,0.0,0.0,16.6,,12,5,9,103,32.0
451432,2022-12-03 10:00:00,8.5,0.0,0.0,19.3,,12,5,10,103,5.0
451495,2022-12-03 11:00:00,9.1,0.4,0.0,20.1,,12,5,11,103,19.0
451556,2022-12-03 12:00:00,9.6,0.8,0.0,21.4,,12,5,12,103,15.0
451619,2022-12-03 13:00:00,10.1,0.2,0.0,23.8,,12,5,13,103,9.0
451681,2022-12-03 14:00:00,10.5,0.5,0.0,24.5,,12,5,14,103,6.0
451743,2022-12-03 15:00:00,10.9,1.4,0.0,25.3,,12,5,15,103,2.0
451806,2022-12-03 16:00:00,11.2,2.2,0.0,26.0,,12,5,16,103,3.0
451870,2022-12-03 17:00:00,11.2,2.4,0.0,25.5,,12,5,17,103,1.0
451995,2022-12-03 19:00:00,12.1,0.5,0.0,26.6,,12,5,19,103,5.0
452058,2022-12-03 20:00:00,12.0,0.1,0.0,25.0,,12,5,20,103,1.0
452308,2022-12-04 00:00:00,10.3,0.3,0.0,17.1,,12,6,0,103,2.0
452494,2022-12-04 03:00:00,5.0,0.0,0.0,18.5,,12,6,3,103,1.0
452733,2022-12-04 07:00:00,3.9,0.0,0.0,14.3,,12,6,7,103,3.0
452794,2022-12-04 08:00:00,3.2,0.0,0.0,13.1,,12,6,8,103,17.0
452855,2022-12-04 09:00:00,2.5,0.0,0.0,12.4,,12,6,9,103,23.0
452918,2022-12-04 10:00:00,2.0,0.0,0.0,15.0,,12,6,10,103,12.0
452981,2022-12-04 11:00:00,1.1,0.0,0.0,9.8,,12,6,11,103,11.0
453044,2022-12-04 12:00:00,0.0,0.0,0.0,7.9,,12,6,12,103,40.0
453105,2022-12-04 13:00:00,0.0,0.0,0.0,9.3,,12,6,13,103,3.0
453168,2022-12-04 14:00:00,2.9,0.0,0.0,8.6,,12,6,14,103,7.0
453230,2022-12-04 15:00:00,3.8,0.0,0.0,11.6,,12,6,15,103,7.0
453295,2022-12-04 16:00:00,4.5,0.0,0.0,9.2,,12,6,16,103,2.0
453418,2022-12-04 18:00:00,5.7,0.0,0.0,8.8,,12,6,18,103,1.0
453480,2022-12-04 19:00:00,6.4,0.0,0.0,8.2,,12,6,19,103,1.0
453605,2022-12-04 21:00:00,5.8,0.0,0.0,5.2,,12,6,21,103,1.0
454191,2022-12-05 07:00:00,-0.4,0.0,0.0,5.4,,12,0,7,103,5.0
454253,2022-12-05 08:00:00,0.8,0.0,0.0,4.1,,12,0,8,103,20.0
454316,2022-12-05 09:00:00,0.3,0.0,0.0,4.2,,12,0,9,103,23.0
454378,2022-12-05 10:00:00,-1.0,0.0,0.0,3.8,,12,0,10,103,16.0
454439,2022-12-05 11:00:00,-1.7,0.0,0.0,4.8,,12,0,11,103,16.0
454501,2022-12-05 12:00:00,-1.4,0.0,0.0,5.1,,12,0,12,103,13.0
454564,2022-12-05 13:00:00,-0.7,0.0,0.0,4.4,,12,0,13,103,5.0
454627,2022-12-05 14:00:00,1.6,0.0,0.0,3.2,,12,0,14,103,2.0
454690,2022-12-05 15:00:00,3.8,0.0,0.0,5.4,,12,0,15,103,1.0
454752,2022-12-05 16:00:00,5.3,0.0,0.0,7.2,,12,0,16,103,2.0
454879,2022-12-05 18:00:00,6.8,0.0,0.0,8.7,,12,0,18,103,2.0
454942,2022-12-05 19:00:00,6.9,0.0,0.0,8.3,,12,0,19,103,1.0
455068,2022-12-05 21:00:00,5.7,0.0,0.0,5.1,,12,0,21,103,1.0
455131,2022-12-05 22:00:00,4.2,0.0,0.0,7.7,,12,0,22,103,1.0
455258,2022-12-06 00:00:00,3.0,0.0,0.0,8.2,,12,1,0,103,6.0
455649,2022-12-06 07:00:00,5.3,0.0,0.0,4.9,,12,1,7,103,14.0
455710,2022-12-06 08:00:00,3.8,0.0,0.0,6.1,,12,1,8,103,11.0
455771,2022-12-06 09:00:00,2.9,0.0,0.0,7.0,,12,1,9,103,18.0
455832,2022-12-06 10:00:00,2.8,0.0,0.0,6.8,,12,1,10,103,8.0
455893,2022-12-06 11:00:00,3.8,0.0,0.0,7.4,,12,1,11,103,4.0
455956,2022-12-06 12:00:00,5.3,0.0,0.0,9.9,,12,1,12,103,6.0
456019,2022-12-06 13:00:00,6.5,0.0,0.0,9.8,,12,1,13,103,2.0
456081,2022-12-06 14:00:00,8.9,0.0,0.0,11.5,,12,1,14,103,3.0
456144,2022-12-06 15:00:00,9.9,0.0,0.0,13.8,,12,1,15,103,2.0
456394,2022-12-06 19:00:00,11.1,0.8,0.0,14.4,,12,1,19,103,2.0
456457,2022-12-06 20:00:00,11.1,0.8,0.0,15.1,,12,1,20,103,1.0
456520,2022-12-06 21:00:00,11.0,0.4,0.0,15.3,,12,1,21,103,1.0
456709,2022-12-07 00:00:00,11.1,0.7,0.0,13.3,,12,2,0,103,1.0
456833,2022-12-07 02:00:00,11.3,1.3,0.0,14.9,,12,2,2,103,1.0
457053,2022-12-07 06:00:00,11.7,2.4,0.0,13.5,,12,2,6,103,1.0
457115,2022-12-07 07:00:00,11.8,1.9,0.0,11.9,,12,2,7,103,2.0
457179,2022-12-07 08:00:00,11.8,1.7,0.0,11.5,,12,2,8,103,7.0
457242,2022-12-07 09:00:00,11.9,0.9,0.0,10.1,,12,2,9,103,18.0
457304,2022-12-07 10:00:00,11.9,0.6,0.0,8.6,,12,2,10,103,13.0
457366,2022-12-07 11:00:00,11.8,0.8,0.0,7.8,,12,2,11,103,20.0
457427,2022-12-07 12:00:00,11.7,0.5,0.0,7.4,,12,2,12,103,2.0
457488,2022-12-07 13:00:00,11.8,0.0,0.0,8.2,,12,2,13,103,1.0
457550,2022-12-07 14:00:00,12.1,0.0,0.0,6.9,,12,2,14,103,3.0
457614,2022-12-07 15:00:00,12.3,0.0,0.0,8.0,,12,2,15,103,1.0
457677,2022-12-07 16:00:00,13.1,0.0,0.0,6.8,,12,2,16,103,3.0
457742,2022-12-07 17:00:00,13.3,0.0,0.0,6.1,,12,2,17,103,1.0
457805,2022-12-07 18:00:00,13.6,0.0,0.0,6.0,,12,2,18,103,1.0
457933,2022-12-07 20:00:00,13.3,0.0,0.0,6.8,,12,2,20,103,1.0
457996,2022-12-07 21:00:00,13.0,0.0,0.0,7.3,,12,2,21,103,2.0
458059,2022-12-07 22:00:00,12.6,0.0,0.0,7.7,,12,2,22,103,6.0
458185,2022-12-08 00:00:00,11.9,0.0,0.0,9.7,,12,3,0,103,2.0
458249,2022-12-08 01:00:00,11.6,0.0,0.0,11.4,,12,3,1,103,7.0
458311,2022-12-08 02:00:00,11.4,0.0,0.0,11.3,,12,3,2,103,1.0
458374,2022-12-08 03:00:00,11.4,0.0,0.0,11.5,,12,3,3,103,2.0
458549,2022-12-08 06:00:00,9.5,0.0,0.0,13.5,,12,3,6,103,1.0
458609,2022-12-08 07:00:00,9.6,0.0,0.0,14.1,,12,3,7,103,2.0
458671,2022-12-08 08:00:00,9.1,0.0,0.0,14.6,,12,3,8,103,19.0
458734,2022-12-08 09:00:00,8.9,0.0,0.0,15.3,,12,3,9,103,12.0
458797,2022-12-08 10:00:00,8.7,0.0,0.0,12.3,,12,3,10,103,22.0
458860,2022-12-08 11:00:00,8.5,0.0,0.0,11.9,,12,3,11,103,12.0
458923,2022-12-08 12:00:00,8.1,0.0,0.0,11.1,,12,3,12,103,13.0
459048,2022-12-08 14:00:00,8.7,0.0,0.0,11.8,,12,3,14,103,1.0
459111,2022-12-08 15:00:00,9.4,0.0,0.0,14.0,,12,3,15,103,3.0
459298,2022-12-08 18:00:00,10.3,0.0,0.0,14.7,,12,3,18,103,3.0
459360,2022-12-08 19:00:00,10.8,0.0,0.0,14.0,,12,3,19,103,3.0
459488,2022-12-08 21:00:00,9.5,0.0,0.0,9.2,,12,3,21,103,2.0
459678,2022-12-09 00:00:00,7.0,0.0,0.0,10.9,,12,4,0,103,2.0
460162,2022-12-09 08:00:00,2.6,0.0,0.0,13.7,,12,4,8,103,7.0
460224,2022-12-09 09:00:00,2.0,0.0,0.0,14.0,,12,4,9,103,13.0
460288,2022-12-09 10:00:00,1.6,0.0,0.0,13.7,,12,4,10,103,13.0
460351,2022-12-09 11:00:00,1.2,0.0,0.0,14.0,,12,4,11,103,21.0
460414,2022-12-09 12:00:00,0.9,0.0,0.0,14.0,,12,4,12,103,26.0
460478,2022-12-09 13:00:00,1.1,0.0,0.0,13.3,,12,4,13,103,8.0
460540,2022-12-09 14:00:00,2.3,0.0,0.0,15.1,,12,4,14,103,6.0
460604,2022-12-09 15:00:00,3.6,0.0,0.0,15.5,,12,4,15,103,2.0
460668,2022-12-09 16:00:00,4.9,0.0,0.0,14.4,,12,4,16,103,2.0
460794,2022-12-09 18:00:00,6.6,0.0,0.0,13.7,,12,4,18,103,1.0
460918,2022-12-09 20:00:00,6.7,0.0,0.0,12.3,,12,4,20,103,1.0
461043,2022-12-09 22:00:00,4.3,0.0,0.0,9.4,,12,4,22,103,3.0
461167,2022-12-10 00:00:00,2.4,0.0,0.0,13.7,,12,5,0,103,1.0
461231,2022-12-10 01:00:00,1.8,0.0,0.0,15.5,,12,5,1,103,3.0
461591,2022-12-10 07:00:00,-0.5,0.0,0.0,15.1,,12,5,7,103,1.0
461653,2022-12-10 08:00:00,-0.6,0.0,0.0,15.5,,12,5,8,103,13.0
461714,2022-12-10 09:00:00,-0.6,0.0,0.0,15.3,,12,5,9,103,24.0
461777,2022-12-10 10:00:00,-0.7,0.0,0.0,14.8,,12,5,10,103,21.0
461838,2022-12-10 11:00:00,-0.7,0.0,0.0,14.5,,12,5,11,103,17.0
461900,2022-12-10 12:00:00,-0.8,0.0,0.0,14.1,,12,5,12,103,14.0
461963,2022-12-10 13:00:00,-0.4,0.0,0.0,13.8,,12,5,13,103,20.0
462025,2022-12-10 14:00:00,1.1,0.0,0.0,15.0,,12,5,14,103,8.0
462088,2022-12-10 15:00:00,2.3,0.0,0.0,14.7,,12,5,15,103,11.0
462280,2022-12-10 18:00:00,4.6,0.0,0.0,10.6,,12,5,18,103,2.0
462404,2022-12-10 20:00:00,4.1,0.0,0.0,8.0,,12,5,20,103,4.0
462467,2022-12-10 21:00:00,3.8,0.0,0.0,8.0,,12,5,21,103,1.0
462529,2022-12-10 22:00:00,3.4,0.0,0.0,7.0,,12,5,22,103,2.0
462591,2022-12-10 23:00:00,3.2,0.0,0.0,8.9,,12,5,23,103,1.0
462901,2022-12-11 04:00:00,2.3,0.0,0.0,11.8,,12,6,4,103,1.0
462962,2022-12-11 05:00:00,2.2,0.0,0.0,12.4,,12,6,5,103,1.0
463084,2022-12-11 07:00:00,2.1,0.0,0.0,12.2,,12,6,7,103,4.0
463148,2022-12-11 08:00:00,2.1,0.0,0.0,12.7,,12,6,8,103,4.0
463211,2022-12-11 09:00:00,2.2,0.0,0.0,11.6,,12,6,9,103,29.0
463273,2022-12-11 10:00:00,2.2,0.0,0.0,12.2,,12,6,10,103,4.0
463334,2022-12-11 11:00:00,2.3,0.0,0.0,12.8,,12,6,11,103,1.0
463397,2022-12-11 12:00:00,2.4,0.0,0.0,13.0,,12,6,12,103,5.0
463461,2022-12-11 13:00:00,2.7,0.0,0.0,12.9,,12,6,13,103,3.0
463524,2022-12-11 14:00:00,3.4,0.0,0.0,12.3,,12,6,14,103,1.0
463587,2022-12-11 15:00:00,3.9,0.0,0.0,13.4,,12,6,15,103,6.0
463713,2022-12-11 17:00:00,5.1,0.1,0.0,14.0,,12,6,17,103,1.0
463775,2022-12-11 18:00:00,5.6,0.2,0.0,13.2,,12,6,18,103,3.0
463959,2022-12-11 21:00:00,3.0,0.9,0.0,12.7,,12,6,21,103,2.0
464086,2022-12-11 23:00:00,2.4,1.0,0.0,11.1,,12,6,23,103,1.0
464149,2022-12-12 00:00:00,2.2,0.7,0.0,10.8,,12,0,0,103,1.0
464500,2022-12-12 06:00:00,0.3,0.0,0.14,12.8,,12,0,6,103,1.0
464560,2022-12-12 07:00:00,0.2,0.0,0.07,12.1,,12,0,7,103,1.0
464622,2022-12-12 08:00:00,0.1,0.0,0.07,11.5,,12,0,8,103,9.0
464685,2022-12-12 09:00:00,0.1,0.0,0.0,11.5,,12,0,9,103,8.0
464749,2022-12-12 10:00:00,0.0,0.0,0.0,10.9,,12,0,10,103,10.0
464813,2022-12-12 11:00:00,-0.1,0.0,0.0,10.5,,12,0,11,103,7.0
464877,2022-12-12 12:00:00,-0.3,0.0,0.0,9.4,,12,0,12,103,10.0
464940,2022-12-12 13:00:00,-0.2,0.0,0.0,9.4,,12,0,13,103,6.0
465001,2022-12-12 14:00:00,0.5,0.0,0.0,10.9,,12,0,14,103,10.0
465063,2022-12-12 15:00:00,1.4,0.0,0.0,12.7,,12,0,15,103,2.0
465188,2022-12-12 17:00:00,2.8,0.0,0.0,15.2,,12,0,17,103,3.0
465250,2022-12-12 18:00:00,3.0,0.0,0.0,16.5,,12,0,18,103,3.0
465313,2022-12-12 19:00:00,3.5,0.0,0.0,17.6,,12,0,19,103,1.0
465375,2022-12-12 20:00:00,3.4,0.0,0.0,17.1,,12,0,20,103,1.0
465502,2022-12-12 22:00:00,1.6,0.0,0.0,14.4,,12,0,22,103,1.0
466026,2022-12-13 07:00:00,-3.1,0.0,0.0,13.6,,12,1,7,103,1.0
466088,2022-12-13 08:00:00,-3.1,0.0,0.0,13.3,,12,1,8,103,12.0
466152,2022-12-13 09:00:00,-3.1,0.0,0.0,12.8,,12,1,9,103,22.0
466213,2022-12-13 10:00:00,-3.2,0.0,0.0,12.7,,12,1,10,103,8.0
466276,2022-12-13 11:00:00,-3.4,0.0,0.0,12.7,,12,1,11,103,13.0
466338,2022-12-13 12:00:00,-3.5,0.0,0.0,12.2,,12,1,12,103,9.0
466400,2022-12-13 13:00:00,-3.1,0.0,0.0,12.1,,12,1,13,103,4.0
466462,2022-12-13 14:00:00,-1.2,0.0,0.0,12.7,,12,1,14,103,3.0
466526,2022-12-13 15:00:00,0.3,0.0,0.0,13.0,,12,1,15,103,1.0
466589,2022-12-13 16:00:00,1.6,0.0,0.0,13.2,,12,1,16,103,1.0
466652,2022-12-13 17:00:00,2.8,0.0,0.0,12.0,,12,1,17,103,5.0
466714,2022-12-13 18:00:00,3.6,0.0,0.0,11.3,,12,1,18,103,4.0
466965,2022-12-13 22:00:00,1.5,0.0,0.0,6.8,,12,1,22,103,1.0
467028,2022-12-13 23:00:00,0.2,0.0,0.0,9.0,,12,1,23,103,1.0
467502,2022-12-14 07:00:00,-1.7,0.0,0.0,17.0,,12,2,7,103,1.0
467565,2022-12-14 08:00:00,-1.3,0.0,0.0,18.9,,12,2,8,103,6.0
467629,2022-12-14 09:00:00,-1.1,0.0,0.0,19.4,,12,2,9,103,9.0
467692,2022-12-14 10:00:00,-1.3,0.0,0.0,17.3,,12,2,10,103,20.0
467755,2022-12-14 11:00:00,-1.5,0.0,0.0,15.9,,12,2,11,103,5.0
467818,2022-12-14 12:00:00,-1.9,0.0,0.0,14.6,,12,2,12,103,9.0
467880,2022-12-14 13:00:00,-2.0,0.0,0.0,14.1,,12,2,13,103,5.0
467942,2022-12-14 14:00:00,-1.2,0.0,0.0,16.7,,12,2,14,103,4.0
468004,2022-12-14 15:00:00,-0.2,0.0,0.0,16.3,,12,2,15,103,1.0
468194,2022-12-14 18:00:00,3.2,0.0,0.0,15.8,,12,2,18,103,1.0
468445,2022-12-14 22:00:00,1.6,0.0,0.0,10.0,,12,2,22,103,2.0
468572,2022-12-15 00:00:00,0.0,0.0,0.0,14.4,,12,3,0,103,4.0
468876,2022-12-15 05:00:00,-1.3,0.0,0.0,15.7,,12,3,5,103,1.0
468928,2022-12-15 06:00:00,-1.4,0.0,0.0,13.4,,12,3,6,103,2.0
469051,2022-12-15 08:00:00,-1.1,0.0,0.0,14.4,,12,3,8,103,13.0
469112,2022-12-15 09:00:00,-1.0,0.0,0.0,11.1,,12,3,9,103,16.0
469175,2022-12-15 10:00:00,-1.0,0.0,0.0,9.3,,12,3,10,103,21.0
469238,2022-12-15 11:00:00,-0.6,0.0,0.0,11.3,,12,3,11,103,6.0
469301,2022-12-15 12:00:00,-0.4,0.0,0.0,11.2,,12,3,12,103,7.0
469364,2022-12-15 13:00:00,0.1,0.0,0.0,13.3,,12,3,13,103,1.0
469427,2022-12-15 14:00:00,1.0,0.0,0.0,14.3,,12,3,14,103,2.0
469490,2022-12-15 15:00:00,2.0,0.0,0.0,14.9,,12,3,15,103,2.0
469616,2022-12-15 17:00:00,3.2,0.1,0.0,14.5,,12,3,17,103,2.0
469678,2022-12-15 18:00:00,3.5,0.1,0.0,15.8,,12,3,18,103,3.0
469869,2022-12-15 21:00:00,3.9,1.3,0.0,19.6,,12,3,21,103,1.0
469994,2022-12-15 23:00:00,4.1,1.2,0.0,23.0,,12,3,23,103,1.0
470547,2022-12-16 08:00:00,5.1,0.2,0.0,32.2,,12,4,8,103,15.0
470610,2022-12-16 09:00:00,5.3,0.1,0.0,30.9,,12,4,9,103,4.0
470671,2022-12-16 10:00:00,5.5,0.4,0.0,24.3,,12,4,10,103,8.0
470733,2022-12-16 11:00:00,5.6,0.8,0.0,24.7,,12,4,11,103,7.0
470795,2022-12-16 12:00:00,5.6,1.0,0.0,26.0,,12,4,12,103,4.0
470858,2022-12-16 13:00:00,5.5,0.8,0.0,26.0,,12,4,13,103,2.0
470919,2022-12-16 14:00:00,5.3,0.6,0.0,25.2,,12,4,14,103,4.0
471107,2022-12-16 17:00:00,5.8,0.4,0.0,19.9,,12,4,17,103,3.0
471168,2022-12-16 18:00:00,5.7,0.4,0.0,17.2,,12,4,18,103,4.0
471234,2022-12-16 19:00:00,4.5,0.7,0.0,16.3,,12,4,19,103,4.0
471296,2022-12-16 20:00:00,3.9,0.8,0.0,17.1,,12,4,20,103,1.0
471547,2022-12-17 00:00:00,2.6,0.2,0.0,13.8,,12,5,0,103,1.0
471671,2022-12-17 02:00:00,2.5,0.2,0.0,11.0,,12,5,2,103,2.0
471971,2022-12-17 07:00:00,2.7,0.0,0.0,18.4,,12,5,7,103,4.0
472032,2022-12-17 08:00:00,2.5,0.0,0.0,18.9,,12,5,8,103,36.0
472095,2022-12-17 09:00:00,2.2,0.0,0.0,18.3,,12,5,9,103,18.0
472158,2022-12-17 10:00:00,1.7,0.0,0.0,16.3,,12,5,10,103,20.0
472221,2022-12-17 11:00:00,1.2,0.0,0.0,15.5,,12,5,11,103,27.0
472284,2022-12-17 12:00:00,0.7,0.0,0.0,15.5,,12,5,12,103,11.0
472347,2022-12-17 13:00:00,0.7,0.0,0.0,15.1,,12,5,13,103,10.0
472409,2022-12-17 14:00:00,1.7,0.0,0.0,14.0,,12,5,14,103,8.0
472472,2022-12-17 15:00:00,2.9,0.0,0.0,15.5,,12,5,15,103,4.0
